id,Zip,Price,Price of square meter,Building Cond. values,Number of facades,Number of rooms,Living area,Furnished,Kitchen values,Surface of the land,Primary energy consumption,Energy_classes,Terrace,Terrace surface,Garden,Garden surface,Open fire,Swimming pool
10571707,1200,695000,3475.0,,2.0,3.0,200.0,0.0,1.0,,143.0,6,1,70.0,0,0.0,1.0,0.0
10571546,1050,1250000,3930.82,1.0,2.0,4.0,318.0,0.0,0.0,,327.0,4,1,37.0,0,0.0,0.0,0.0
10592727,9051,240000,3809.52,,1.0,1.0,63.0,0.0,3.0,,25.0,7,1,10.0,1,,0.0,0.0
10590012,8000,365000,3967.39,4.0,2.0,1.0,92.0,0.0,3.0,,192.0,6,1,14.0,1,,0.0,0.0
10576347,1050,525000,5250.0,4.0,2.0,2.0,100.0,0.0,3.0,,,0,0,0.0,0,0.0,0.0,0.0
10593900,8620,215000,4300.0,4.0,,1.0,50.0,0.0,3.0,,205.0,5,1,4.0,0,0.0,0.0,0.0
10593727,8500,225000,1844.26,3.0,2.0,3.0,122.0,0.0,1.0,,254.0,5,1,10.0,0,0.0,0.0,0.0
10593721,1140,395000,4388.89,3.0,2.0,2.0,90.0,0.0,3.0,,107.0,6,1,,0,0.0,0.0,0.0
10593626,1000,490000,4083.33,3.0,,2.0,120.0,0.0,1.0,,336.0,4,0,0.0,0,0.0,0.0,0.0
10578472,2050,230000,2446.81,4.0,2.0,2.0,94.0,0.0,3.0,,224.0,5,1,4.0,0,0.0,0.0,0.0
10578155,4020,260000,2765.96,3.0,3.0,2.0,94.0,0.0,1.0,,142.0,6,0,0.0,0,0.0,0.0,0.0
10578154,4020,260000,2765.96,3.0,3.0,2.0,94.0,0.0,1.0,,151.0,6,0,0.0,0,0.0,0.0,0.0
10578405,8301,325000,4924.24,3.0,2.0,2.0,66.0,0.0,3.0,,178.0,6,1,,0,0.0,0.0,0.0
10578249,1140,379000,3867.35,4.0,3.0,2.0,98.0,0.0,3.0,,247.0,5,1,70.0,1,50.0,0.0,0.0
10584879,9230,330000,3203.88,4.0,,2.0,103.0,0.0,,,,0,1,13.0,1,,0.0,0.0
10584878,9230,340000,3238.1,4.0,,2.0,105.0,0.0,1.0,,,0,1,13.0,1,,0.0,0.0
10584871,9230,410000,3565.22,4.0,,3.0,115.0,0.0,1.0,,,0,1,12.0,1,,0.0,0.0
10584877,9230,420000,3134.33,4.0,,3.0,134.0,0.0,,,,0,1,16.0,1,,0.0,0.0
10579768,8400,178000,3423.08,3.0,,1.0,52.0,0.0,1.0,,551.0,2,1,,0,0.0,0.0,0.0
10580271,6000,189000,1400.0,4.0,2.0,2.0,135.0,0.0,1.0,,223.0,5,1,35.0,1,35.0,0.0,0.0
10581553,1083,625000,3531.07,3.0,4.0,3.0,177.0,0.0,,,161.0,6,0,0.0,1,200.0,0.0,0.0
10218590,4053,79000,1580.0,1.0,,1.0,50.0,0.0,2.0,,276.0,5,1,13.0,0,0.0,0.0,0.0
10558683,5000,100000,2500.0,3.0,4.0,1.0,40.0,0.0,2.0,,177.0,6,0,0.0,0,0.0,0.0,0.0
10557729,4820,109000,1211.11,3.0,2.0,2.0,90.0,0.0,2.0,,209.0,5,0,0.0,0,0.0,0.0,0.0
10338725,4141,115000,1796.88,3.0,2.0,1.0,64.0,0.0,2.0,,374.0,4,1,10.0,0,0.0,0.0,0.0
10532232,4500,119000,1830.77,3.0,2.0,1.0,65.0,0.0,2.0,,162.0,6,0,0.0,0,0.0,0.0,0.0
10465432,9051,120000,1791.04,2.0,2.0,1.0,67.0,0.0,0.0,,287.0,5,0,0.0,0,0.0,0.0,0.0
10465431,9051,125000,1785.71,2.0,2.0,1.0,70.0,0.0,0.0,,295.0,5,0,0.0,0,0.0,0.0,0.0
10466470,7100,129000,2015.62,4.0,2.0,1.0,64.0,0.0,1.0,,104.0,6,0,0.0,0,0.0,0.0,0.0
10539349,6000,130000,1604.94,3.0,4.0,2.0,81.0,0.0,2.0,,185.0,6,0,0.0,0,0.0,0.0,0.0
10543538,6180,130000,2096.77,3.0,2.0,1.0,62.0,0.0,2.0,,146.0,6,1,2.0,0,0.0,0.0,0.0
10508588,2800,134000,6090.91,4.0,2.0,1.0,22.0,1.0,3.0,,92.0,7,1,,0,0.0,0.0,0.0
10506542,1080,135000,2250.0,2.0,,,60.0,0.0,2.0,,209.0,5,0,0.0,0,0.0,0.0,0.0
10556264,5300,135000,2076.92,1.0,,2.0,65.0,0.0,2.0,,238.0,5,1,,0,0.0,0.0,0.0
10093818,6220,135000,1350.0,3.0,3.0,2.0,100.0,0.0,1.0,,306.0,4,0,0.0,0,0.0,0.0,0.0
10541675,4020,139000,2725.49,3.0,2.0,1.0,51.0,0.0,2.0,,301.0,4,1,21.0,1,28.0,0.0,0.0
10379832,4020,139500,2536.36,3.0,2.0,1.0,55.0,0.0,2.0,,371.0,4,1,35.0,0,0.0,0.0,0.0
10508590,2800,142000,5916.67,4.0,2.0,1.0,24.0,1.0,3.0,,92.0,7,1,,0,0.0,0.0,0.0
10556834,4680,148000,1644.44,2.0,3.0,2.0,90.0,0.0,2.0,,145.0,6,1,3.0,1,1443.0,0.0,0.0
10509448,4500,149000,1552.08,3.0,2.0,3.0,96.0,0.0,1.0,,371.0,4,0,0.0,0,0.0,0.0,0.0
10538982,1140,155000,3444.44,2.0,2.0,,45.0,0.0,2.0,,337.0,4,1,6.0,0,0.0,0.0,0.0
10559451,4030,155000,2384.62,3.0,2.0,1.0,65.0,0.0,0.0,,472.0,3,1,20.0,0,0.0,0.0,0.0
10509221,6224,155000,2924.53,3.0,3.0,1.0,53.0,0.0,2.0,,189.0,6,0,0.0,0,0.0,0.0,0.0
10544549,4020,157000,1847.06,3.0,2.0,2.0,85.0,0.0,1.0,,224.0,5,1,5.0,0,0.0,0.0,0.0
10397606,3001,159000,3000.0,3.0,,1.0,53.0,0.0,2.0,,191.0,6,1,4.0,0,0.0,0.0,0.0
10309836,4000,159000,2564.52,3.0,2.0,1.0,62.0,0.0,2.0,,43566.0,1,1,3.0,0,0.0,0.0,0.0
10543654,1083,160000,3076.92,3.0,4.0,1.0,52.0,0.0,2.0,,255.0,5,1,7.0,0,0.0,0.0,0.0
10272681,4000,162500,2579.37,3.0,2.0,1.0,63.0,0.0,3.0,,183.0,6,0,0.0,0,0.0,0.0,0.0
10554225,2100,165000,2357.14,2.0,2.0,2.0,70.0,0.0,,,154.0,6,1,3.0,0,0.0,0.0,0.0
10388746,4500,165000,1941.18,,,2.0,85.0,0.0,2.0,,175.0,6,1,,0,0.0,0.0,0.0
10509225,6224,165000,2171.05,3.0,3.0,2.0,76.0,0.0,2.0,,236.0,5,0,0.0,0,0.0,0.0,0.0
10509223,6224,165000,2200.0,3.0,3.0,2.0,75.0,0.0,2.0,,182.0,6,0,0.0,0,0.0,0.0,0.0
10564981,2060,169000,2770.49,3.0,3.0,2.0,61.0,0.0,1.0,,256.0,5,0,0.0,0,0.0,0.0,0.0
10524233,4000,169000,2522.39,4.0,2.0,1.0,67.0,0.0,3.0,,118.0,6,0,0.0,0,0.0,0.0,0.0
9929215,4460,169000,1396.69,4.0,3.0,3.0,121.0,0.0,1.0,,458.0,3,0,0.0,0,0.0,0.0,0.0
10494908,4100,169500,2118.75,3.0,,2.0,80.0,0.0,2.0,,369.0,4,1,40.0,1,140.0,0.0,0.0
10532956,4400,169500,2421.43,3.0,2.0,2.0,70.0,0.0,1.0,,79.0,7,0,0.0,0,0.0,0.0,0.0
10265804,4020,170000,1888.89,1.0,2.0,2.0,90.0,0.0,1.0,,164.0,6,1,,0,0.0,0.0,0.0
10531713,2800,174000,5117.65,4.0,2.0,,34.0,0.0,1.0,,208.0,5,1,16.0,0,0.0,0.0,0.0
10529134,1140,175000,2916.67,2.0,4.0,1.0,60.0,0.0,2.0,,109.0,6,1,7.0,0,0.0,0.0,0.0
10471475,7700,175000,1750.0,3.0,,2.0,100.0,0.0,1.0,,222.0,5,0,0.0,0,0.0,0.0,0.0
10568273,9300,175000,2500.0,2.0,2.0,2.0,70.0,0.0,2.0,,518.0,2,1,4.0,0,0.0,0.0,0.0
10186652,4000,179000,1988.89,3.0,,2.0,90.0,0.0,2.0,,112.0,6,1,20.0,0,0.0,0.0,0.0
10451476,4870,179000,2105.88,3.0,2.0,2.0,85.0,0.0,1.0,,117.0,6,1,3.0,0,0.0,0.0,0.0
10147511,1800,180000,1636.36,3.0,3.0,2.0,110.0,0.0,2.0,,691.0,1,0,0.0,0,0.0,0.0,0.0
10562627,7300,184900,2125.29,3.0,,2.0,87.0,0.0,1.0,,201.0,5,0,0.0,0,0.0,0.0,0.0
10384428,1020,185000,3627.45,3.0,2.0,1.0,51.0,0.0,2.0,,784.0,1,1,2.0,0,0.0,0.0,0.0
10510038,6040,185000,2642.86,3.0,,2.0,70.0,0.0,1.0,,170.0,6,0,0.0,0,0.0,0.0,0.0
10497872,7181,185000,2312.5,3.0,,2.0,80.0,0.0,1.0,,178.0,6,1,9.0,0,0.0,0.0,0.0
10447111,7100,189000,1629.31,4.0,2.0,3.0,116.0,0.0,1.0,,262.0,5,1,,0,0.0,0.0,0.0
10328977,1400,190000,2111.11,3.0,2.0,2.0,90.0,0.0,1.0,,298.0,5,0,0.0,0,0.0,0.0,0.0
10525578,4020,195000,1857.14,4.0,,2.0,105.0,0.0,2.0,,180.0,6,0,0.0,0,0.0,0.0,0.0
10327420,1180,197000,2855.07,,4.0,1.0,69.0,0.0,2.0,,123.0,6,1,9.0,0,0.0,0.0,0.0
10439652,6800,197000,2213.48,3.0,,2.0,89.0,0.0,1.0,,212.0,5,0,0.0,0,0.0,0.0,0.0
10480815,1080,198500,1627.05,3.0,2.0,2.0,122.0,0.0,,,170.0,6,1,11.0,1,,0.0,0.0
10453206,1190,199000,1745.61,1.0,2.0,3.0,114.0,0.0,0.0,,529.0,2,1,4.0,0,0.0,0.0,0.0
10515237,1800,199000,1809.09,3.0,3.0,4.0,110.0,0.0,2.0,,281.0,5,1,,0,0.0,0.0,0.0
10466301,4000,199000,2341.18,3.0,,3.0,85.0,0.0,1.0,,196.0,6,1,10.0,0,0.0,0.0,0.0
10368949,4020,199000,1895.24,3.0,2.0,3.0,105.0,0.0,1.0,,121.0,6,1,5.0,0,0.0,0.0,0.0
10406383,1000,200000,3278.69,3.0,2.0,1.0,61.0,0.0,3.0,,105.0,6,1,,0,0.0,0.0,0.0
10300334,1082,200000,2739.73,3.0,2.0,2.0,73.0,0.0,1.0,,210.0,5,1,8.0,0,0.0,0.0,0.0
10434492,1081,203000,2416.67,3.0,2.0,2.0,84.0,0.0,2.0,,209.0,5,0,0.0,0,0.0,0.0,0.0
10548092,6870,209000,981.22,,4.0,3.0,213.0,0.0,1.0,,433.0,3,1,,1,,0.0,0.0
10492130,4500,209500,2524.1,,3.0,2.0,83.0,0.0,1.0,,69.0,7,1,8.0,0,0.0,0.0,0.0
10489861,4500,209500,2524.1,,3.0,2.0,83.0,0.0,1.0,,69.0,7,1,8.0,0,0.0,0.0,0.0
10428474,1000,210000,6176.47,4.0,3.0,,34.0,0.0,3.0,,100.0,6,0,0.0,0,0.0,0.0,0.0
10428472,1000,210000,6176.47,4.0,3.0,,34.0,0.0,3.0,,100.0,6,0,0.0,0,0.0,0.0,0.0
10544509,1030,213000,3872.73,2.0,2.0,1.0,55.0,0.0,3.0,,673.0,1,1,3.0,0,0.0,0.0,0.0
10481147,1020,215000,2866.67,4.0,3.0,1.0,75.0,0.0,1.0,,386.0,4,0,0.0,0,0.0,0.0,0.0
10566193,3290,215000,2047.62,,2.0,2.0,105.0,0.0,1.0,,495.0,3,0,0.0,0,0.0,0.0,0.0
10535706,2050,219000,2460.67,3.0,2.0,2.0,89.0,0.0,1.0,,96.0,7,1,21.0,0,0.0,0.0,0.0
10561980,7130,219000,1766.13,3.0,2.0,3.0,124.0,0.0,1.0,,152.0,6,1,,0,0.0,0.0,0.0
10535700,1300,220000,4400.0,4.0,,1.0,50.0,0.0,1.0,,231.0,5,1,4.0,0,0.0,0.0,0.0
10461736,6700,220000,2682.93,2.0,2.0,1.0,82.0,0.0,1.0,,187.0,6,0,0.0,1,150.0,0.0,0.0
10394270,4020,224000,2516.85,4.0,2.0,2.0,89.0,0.0,1.0,,190.0,6,1,4.0,0,0.0,0.0,0.0
10501724,4520,229000,1612.68,3.0,,3.0,142.0,0.0,1.0,,119.0,6,1,11.0,0,0.0,0.0,0.0
10551242,8370,229000,2516.48,3.0,2.0,2.0,91.0,0.0,,,146.0,6,0,0.0,0,0.0,0.0,0.0
10518359,9230,229000,2516.48,2.0,,2.0,91.0,0.0,2.0,,90.0,7,0,0.0,0,0.0,0.0,0.0
10039396,1200,229500,3530.77,3.0,,1.0,65.0,0.0,0.0,,144.0,6,1,,0,0.0,0.0,0.0
10167562,1081,230000,2555.56,3.0,2.0,2.0,90.0,0.0,1.0,,296.0,5,1,10.0,0,0.0,0.0,0.0
10472729,4000,230000,2911.39,4.0,2.0,1.0,79.0,1.0,1.0,,333.0,4,0,0.0,0,0.0,0.0,0.0
10462017,4000,230000,2911.39,4.0,2.0,1.0,79.0,1.0,1.0,,333.0,4,0,0.0,0,0.0,0.0,0.0
10566809,6730,230000,2473.12,3.0,3.0,2.0,93.0,0.0,2.0,,245.0,5,0,0.0,0,0.0,0.0,0.0
10566808,6730,230000,2323.23,3.0,,2.0,99.0,0.0,2.0,,218.0,5,0,0.0,0,0.0,0.0,0.0
10558960,9520,230000,2300.0,2.0,2.0,1.0,100.0,0.0,1.0,,298.0,5,1,14.0,1,,0.0,0.0
10564976,2140,234000,3295.77,4.0,2.0,1.0,71.0,0.0,1.0,,360.0,4,0,0.0,1,61.0,0.0,0.0
10264349,1083,235000,2397.96,3.0,2.0,3.0,98.0,0.0,1.0,,213.0,5,1,4.0,0,0.0,0.0,0.0
10325507,1090,235000,3092.11,3.0,,2.0,76.0,0.0,1.0,,144.0,6,1,4.0,0,0.0,0.0,0.0
10457608,1150,235000,3263.89,4.0,2.0,1.0,72.0,0.0,2.0,,394.0,4,0,0.0,0,0.0,0.0,0.0
10374468,1460,235000,2640.45,4.0,2.0,2.0,89.0,0.0,1.0,,75.0,7,1,3.0,0,0.0,0.0,0.0
10523094,6700,235000,2764.71,3.0,4.0,2.0,85.0,0.0,1.0,,153.0,6,0,0.0,0,0.0,0.0,0.0
10566170,6760,235000,1958.33,4.0,2.0,2.0,120.0,0.0,1.0,,170.0,6,0,0.0,0,0.0,0.0,0.0
10513961,1150,245000,5000.0,1.0,,,49.0,0.0,0.0,,324.0,4,1,25.0,1,100.0,0.0,0.0
10450691,2850,245000,1944.44,3.0,2.0,2.0,126.0,0.0,1.0,,271.0,5,1,,0,0.0,0.0,0.0
10545083,3000,245000,4298.25,3.0,2.0,1.0,57.0,0.0,1.0,,207.0,5,1,8.0,0,0.0,0.0,0.0
10565728,1030,249000,2540.82,3.0,2.0,2.0,98.0,0.0,1.0,,511.0,2,0,0.0,0,0.0,0.0,0.0
10367177,1090,249000,2929.41,4.0,2.0,2.0,85.0,0.0,3.0,,204.0,5,1,8.0,0,0.0,0.0,0.0
10526457,1140,249000,2677.42,3.0,2.0,2.0,93.0,0.0,2.0,,305.0,4,0,0.0,0,0.0,0.0,0.0
10378729,1731,249000,2736.26,3.0,2.0,2.0,91.0,0.0,2.0,,266.0,5,1,8.0,0,0.0,0.0,0.0
10450040,4122,249000,1945.31,3.0,2.0,3.0,128.0,0.0,1.0,,106.0,6,0,0.0,0,0.0,0.0,0.0
10501002,4460,249000,2621.05,3.0,3.0,2.0,95.0,0.0,1.0,,103.0,6,1,11.0,0,0.0,0.0,0.0
10438671,9220,249000,2349.06,3.0,,2.0,106.0,0.0,1.0,,217.0,5,1,12.0,0,0.0,0.0,0.0
10405934,1410,250000,3246.75,3.0,2.0,2.0,77.0,0.0,1.0,,197.0,6,1,7.0,0,0.0,0.0,0.0
10240163,2830,250000,2551.02,,4.0,2.0,98.0,0.0,1.0,,192.0,6,1,142.0,0,0.0,0.0,0.0
10491826,4500,250000,3333.33,4.0,4.0,2.0,75.0,0.0,1.0,,119.0,6,1,30.0,1,,0.0,0.0
10320216,4500,250000,3333.33,4.0,4.0,2.0,75.0,0.0,1.0,,119.0,6,1,30.0,1,,0.0,0.0
10320215,4500,250000,3333.33,4.0,4.0,2.0,75.0,0.0,1.0,,118.0,6,1,30.0,1,,0.0,0.0
10368784,1082,259000,2943.18,3.0,2.0,2.0,88.0,0.0,1.0,,197.0,6,1,40.0,1,190.0,0.0,0.0
10563365,9340,259000,2072.0,3.0,2.0,3.0,125.0,0.0,1.0,,258.0,5,1,9.0,0,0.0,0.0,0.0
10377807,6700,260000,2080.0,3.0,,3.0,125.0,0.0,1.0,,572.0,2,0,0.0,0,0.0,0.0,0.0
10535798,1020,265000,3117.65,,2.0,2.0,85.0,0.0,3.0,,327.0,4,1,4.0,0,0.0,0.0,0.0
10569066,1080,265000,2523.81,,2.0,2.0,105.0,0.0,1.0,,234.0,5,1,4.0,0,0.0,0.0,0.0
10438403,3290,265000,1656.25,,2.0,3.0,160.0,0.0,2.0,,669.0,1,1,,0,0.0,0.0,0.0
10439473,9220,265000,2944.44,3.0,,2.0,90.0,0.0,1.0,,217.0,5,1,12.0,0,0.0,0.0,0.0
10557451,1082,267000,2643.56,,,2.0,101.0,0.0,1.0,,155.0,6,1,10.0,0,0.0,0.0,0.0
10547179,1190,269000,3202.38,3.0,2.0,1.0,84.0,0.0,0.0,,305.0,4,1,5.0,0,0.0,0.0,0.0
10551278,2900,269000,2359.65,3.0,3.0,2.0,114.0,0.0,,,309.0,4,1,6.0,0,0.0,0.0,0.0
10489741,4041,270000,2014.93,,3.0,3.0,134.0,0.0,1.0,,90.0,7,1,8.0,0,0.0,0.0,0.0
10491556,3980,274000,2382.61,,2.0,3.0,115.0,0.0,1.0,,124.0,6,0,0.0,0,0.0,0.0,0.0
10346172,1331,275000,3571.43,4.0,2.0,2.0,77.0,0.0,3.0,,285.0,5,1,4.0,0,0.0,0.0,0.0
10500024,2610,275000,3235.29,3.0,2.0,2.0,85.0,0.0,1.0,,118.0,6,1,,0,0.0,0.0,0.0
10226838,8370,275000,3767.12,3.0,2.0,2.0,73.0,1.0,1.0,,228.0,5,1,,0,0.0,0.0,0.0
10273605,1820,279000,4650.0,,3.0,1.0,60.0,0.0,1.0,,75.0,7,0,0.0,0,0.0,0.0,0.0
10336773,3290,279000,2305.79,,3.0,2.0,121.0,0.0,2.0,,219.0,5,1,4.0,0,0.0,0.0,0.0
10296318,1190,280000,3181.82,1.0,2.0,2.0,88.0,0.0,2.0,,285.0,5,1,6.0,0,0.0,0.0,0.0
10470302,4051,289000,2125.0,,2.0,4.0,136.0,0.0,1.0,,173.0,6,1,10.0,0,0.0,0.0,0.0
10569344,8420,289000,3958.9,3.0,,2.0,73.0,0.0,1.0,,241.0,5,1,,0,0.0,0.0,0.0
10461756,1190,290000,2735.85,2.0,2.0,3.0,106.0,0.0,2.0,,311.0,4,1,8.0,0,0.0,0.0,0.0
10554106,1853,290000,3411.76,,,2.0,85.0,0.0,1.0,,136.0,6,1,18.0,0,0.0,0.0,0.0
10552615,1640,295000,4097.22,3.0,2.0,2.0,72.0,0.0,1.0,,254.0,5,1,29.0,0,0.0,0.0,0.0
10556121,1030,297000,3300.0,4.0,2.0,3.0,90.0,0.0,1.0,,337.0,4,1,20.0,0,0.0,0.0,0.0
10539219,1050,299000,3250.0,3.0,,1.0,92.0,0.0,3.0,,373.0,4,0,0.0,0,0.0,0.0,0.0
10537762,1050,299000,4271.43,3.0,2.0,1.0,70.0,0.0,3.0,,775.0,1,0,0.0,0,0.0,0.0,0.0
10505821,2830,299000,2990.0,,2.0,2.0,100.0,0.0,1.0,,82.0,7,1,,0,0.0,0.0,0.0
10222404,8580,299000,859.2,1.0,2.0,6.0,348.0,0.0,2.0,,327.0,4,0,0.0,0,0.0,0.0,0.0
10477779,8660,299000,3934.21,3.0,2.0,2.0,76.0,0.0,1.0,,400.0,3,1,32.0,0,0.0,0.0,0.0
10547296,9000,305000,3588.24,4.0,2.0,2.0,85.0,0.0,1.0,,95.0,7,1,,0,0.0,0.0,0.0
10562538,1070,310000,4025.97,4.0,2.0,1.0,77.0,1.0,1.0,,78.0,7,1,16.0,0,0.0,0.0,0.0
10547161,1190,310000,3263.16,3.0,2.0,2.0,95.0,0.0,1.0,,283.0,5,1,2.0,0,0.0,0.0,0.0
10563099,1930,310000,3100.0,4.0,,2.0,100.0,0.0,1.0,,239.0,5,1,15.0,1,,0.0,0.0
10475068,1040,315000,4632.35,3.0,2.0,1.0,68.0,0.0,3.0,,219.0,5,1,4.0,0,0.0,0.0,0.0
10549598,1400,315000,3088.24,3.0,2.0,2.0,102.0,0.0,1.0,,83.0,7,1,7.0,0,0.0,0.0,0.0
10565843,1800,315000,3620.69,3.0,,3.0,87.0,0.0,2.0,,313.0,4,1,6.0,1,140.0,0.0,0.0
9478091,3020,315000,4200.0,,2.0,2.0,75.0,0.0,1.0,,108.0,6,1,7.0,0,0.0,0.0,0.0
9978886,1170,319000,4253.33,3.0,3.0,2.0,75.0,0.0,3.0,,149.0,6,1,22.0,0,0.0,0.0,0.0
10533806,1700,319000,3752.94,4.0,,2.0,85.0,0.0,1.0,,97.0,7,1,27.0,0,0.0,0.0,0.0
10443089,2610,319000,2773.91,3.0,,4.0,115.0,0.0,1.0,,169.0,6,1,12.0,0,0.0,0.0,0.0
10505900,1030,320000,2735.04,3.0,,3.0,117.0,0.0,1.0,,90.0,7,1,5.0,0,0.0,0.0,0.0
10545212,1060,320000,3555.56,3.0,2.0,2.0,90.0,0.0,2.0,,621.0,1,0,0.0,0,0.0,0.0,0.0
10480875,1601,320000,3018.87,,,3.0,106.0,0.0,3.0,,131.0,6,1,4.0,1,,0.0,0.0
9566962,1050,325000,3963.41,4.0,2.0,1.0,82.0,1.0,1.0,,113.0,6,1,15.0,0,0.0,0.0,0.0
10527069,2800,325000,3385.42,3.0,2.0,2.0,96.0,0.0,2.0,,248.0,5,1,4.0,0,0.0,0.0,0.0
10305983,1200,335000,3722.22,3.0,2.0,2.0,90.0,0.0,0.0,,471.0,3,0,0.0,0,0.0,0.0,0.0
10557450,1701,335000,3284.31,4.0,3.0,3.0,102.0,0.0,1.0,,276.0,5,1,,0,0.0,0.0,0.0
10474855,4000,335000,2233.33,3.0,,2.0,150.0,0.0,1.0,,174.0,6,0,0.0,0,0.0,0.0,0.0
10438309,1180,339000,2825.0,3.0,3.0,2.0,120.0,0.0,1.0,,341.0,4,1,15.0,0,0.0,0.0,0.0
10521951,1030,345000,2875.0,2.0,2.0,2.0,120.0,0.0,3.0,,200.0,5,1,7.0,0,0.0,0.0,0.0
10242212,8620,345000,4726.03,4.0,2.0,2.0,73.0,1.0,3.0,,395.0,4,0,0.0,0,0.0,0.0,0.0
9987021,1120,349000,3490.0,4.0,3.0,3.0,100.0,0.0,1.0,,71.0,7,1,12.0,1,400.0,0.0,0.0
10558993,1150,349000,3231.48,2.0,2.0,3.0,108.0,0.0,2.0,,228.0,5,1,6.0,0,0.0,0.0,0.0
10561425,1180,349000,3088.5,3.0,2.0,2.0,113.0,0.0,3.0,,289.0,5,1,12.0,0,0.0,0.0,0.0
10150916,1000,350000,2333.33,3.0,2.0,3.0,150.0,0.0,1.0,,194.0,6,1,12.0,0,0.0,0.0,0.0
10142210,1120,350000,2333.33,3.0,2.0,3.0,150.0,0.0,1.0,,194.0,6,1,12.0,0,0.0,0.0,0.0
10544775,1180,350000,2966.1,1.0,2.0,3.0,118.0,0.0,2.0,,74.0,7,1,17.0,0,0.0,0.0,0.0
10364984,1180,350000,2991.45,4.0,,2.0,117.0,0.0,3.0,,125.0,6,0,0.0,0,0.0,0.0,0.0
10481013,8300,359000,9447.37,3.0,2.0,,38.0,0.0,1.0,,248.0,5,1,,0,0.0,0.0,0.0
10539556,2660,365000,2466.22,3.0,3.0,4.0,148.0,0.0,,,181.0,6,1,40.0,0,0.0,0.0,0.0
10549565,1500,369000,4010.87,3.0,2.0,2.0,92.0,0.0,1.0,,91.0,7,1,18.0,0,0.0,0.0,0.0
10302383,1020,375000,2500.0,3.0,2.0,4.0,150.0,0.0,1.0,,429.0,3,1,34.0,0,0.0,0.0,0.0
10569071,1400,375000,4032.26,4.0,2.0,2.0,93.0,0.0,3.0,,167.0,6,1,24.0,1,65.0,0.0,0.0
10511054,2800,375000,3073.77,3.0,2.0,2.0,122.0,0.0,1.0,,141.0,6,1,7.0,0,0.0,0.0,0.0
10329455,3000,375000,4687.5,3.0,2.0,2.0,80.0,0.0,1.0,,329.0,4,1,6.0,0,0.0,0.0,0.0
10522092,1200,380000,5066.67,4.0,2.0,1.0,75.0,0.0,3.0,,168.0,6,1,2.0,0,0.0,0.0,0.0
10509424,1050,385000,5500.0,4.0,2.0,1.0,70.0,0.0,2.0,,180.0,6,1,2.0,0,0.0,1.0,0.0
10525519,1340,388000,4041.67,3.0,2.0,2.0,96.0,0.0,1.0,,117.0,6,1,29.0,1,95.0,0.0,0.0
10533860,1950,390000,3823.53,3.0,3.0,3.0,102.0,0.0,3.0,,493.0,3,0,0.0,0,0.0,0.0,0.0
10496486,1200,395000,3726.42,4.0,2.0,3.0,106.0,0.0,3.0,,125.0,6,1,38.0,0,0.0,0.0,0.0
10268556,1200,395000,4540.23,4.0,2.0,2.0,87.0,0.0,3.0,,271.0,5,1,5.0,1,51.0,0.0,0.0
10457584,1700,395000,2468.75,2.0,,3.0,160.0,0.0,2.0,,342.0,4,1,4.0,0,0.0,0.0,0.0
10368942,2830,395000,3038.46,3.0,2.0,3.0,130.0,0.0,2.0,,140.0,6,1,22.0,1,85.0,0.0,0.0
10501042,8000,395000,2947.76,4.0,2.0,2.0,134.0,0.0,3.0,,243.0,5,1,30.0,0,0.0,0.0,0.0
10259406,8300,395000,10675.68,3.0,2.0,1.0,37.0,0.0,3.0,,589.0,2,0,0.0,0,0.0,0.0,0.0
10505540,9000,395000,2862.32,,2.0,3.0,138.0,0.0,1.0,,116.0,6,1,9.0,0,0.0,0.0,0.0
10521952,1030,397000,3308.33,3.0,2.0,2.0,120.0,0.0,3.0,,359.0,4,1,7.0,1,100.0,0.0,0.0
10489966,9190,397500,2017.77,3.0,,2.0,197.0,0.0,1.0,,157.0,6,1,,0,0.0,0.0,0.0
10384149,1130,400000,3773.58,4.0,,2.0,106.0,0.0,3.0,,105.0,6,1,,1,77.0,0.0,0.0
10469820,1200,400000,3418.8,2.0,2.0,3.0,117.0,0.0,3.0,,124.0,6,1,4.0,0,0.0,0.0,0.0
10362253,1200,400000,4166.67,4.0,2.0,2.0,96.0,0.0,3.0,,206.0,5,1,1.0,0,0.0,0.0,0.0
10428957,8434,419000,4410.53,3.0,2.0,2.0,95.0,0.0,1.0,,255.0,5,0,0.0,0,0.0,0.0,0.0
10548738,1150,420000,3818.18,3.0,,2.0,110.0,0.0,,,368.0,4,1,6.0,0,0.0,0.0,0.0
10509414,1000,445000,3560.0,4.0,2.0,3.0,125.0,0.0,3.0,,265.0,5,0,0.0,0,0.0,0.0,0.0
10362255,1030,449000,2878.21,4.0,2.0,3.0,156.0,0.0,3.0,,145.0,6,1,8.0,1,23.0,0.0,0.0
10543217,1160,449000,2878.21,4.0,4.0,2.0,156.0,0.0,3.0,,217.0,5,1,15.0,0,0.0,0.0,0.0
10369416,4000,449000,1726.92,3.0,2.0,5.0,260.0,0.0,1.0,,225.0,5,0,0.0,0,0.0,0.0,0.0
10567352,1200,455000,4892.47,4.0,2.0,2.0,93.0,0.0,3.0,,101.0,6,1,18.0,1,71.0,0.0,0.0
10509420,1150,460000,3066.67,2.0,,3.0,150.0,0.0,2.0,,381.0,4,1,30.0,0,0.0,0.0,0.0
