,id,Price,Type of property,Subtype of property,Locality,Surroundings type,Energy class,Heating type,Province,Zip,Living area,Number of rooms,Bathrooms,Construction year,Number of facades,Swimming pool,Furnished,Open fire,Terrace,Terrace surface,Garden,Garden surface,Primary energy consumption,Kitchen values,Building Cond. values,Parking,Urban_value,Normal_apt,Big_apt
2114,10523424,210000.0,apartment,apartment,sint-pieters-leeuw,Isolated,C,Gas,Flemish Brabant,1601.0,70.0,2.0,1.0,1971.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,258.0,1.0,3.0,0.0,0,1,0
2115,10126045,210000.0,apartment,apartment,dilbeek,,B,Gas,Flemish Brabant,1702.0,67.0,1.0,1.0,1979.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,3.0,4.0,2.0,0,1,0
2116,10504288,210000.0,apartment,apartment,ans,,D,Electric,Liège,4430.0,114.0,2.0,1.0,1960.4,2.2,0.0,0.0,0.0,1.0,16.0,0.0,0.0,334.0,1.0,3.0,1.0,1,1,0
2117,10566789,214000.0,apartment,apartment,harelbeke,,C,Electric,West Flanders,8531.0,80.0,2.0,1.0,1982.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,3.0,4.0,0.0,0,1,0
2118,10531247,215000.0,apartment,apartment,forest,,B,,Brussels Capital Region,1190.0,65.0,1.0,1.0,1956.0,2.0,0.0,0.0,0.0,1.0,7.8,0.0,0.0,87.0,1.0,2.0,0.0,0,1,0
2119,9918618,215000.0,apartment,service flat,wezembeek-oppem,,B,,Flemish Brabant,1970.0,65.0,1.0,1.0,2016.0,2.6,0.0,0.0,0.0,1.0,5.0,0.0,0.0,12396.0,3.0,3.0,2.0,1,1,0
2120,10565288,215000.0,apartment,apartment,blankenberge,Landscape,C,Gas,West Flanders,8370.0,67.0,1.0,1.0,1968.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,239.0,1.0,3.0,0.0,0,1,0
2121,10513205,219000.0,apartment,apartment,antwerp,,D,,Antwerp,2660.0,88.0,2.0,1.0,1972.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,1.0,4.0,2.0,0,1,0
2122,10569153,219000.0,apartment,apartment,oostende,,E,Electric,West Flanders,8400.0,74.0,2.0,1.2,2008.2,2.8,0.0,0.0,0.0,1.0,25.2,0.0,0.0,412.0,3.0,4.0,1.0,1,1,0
2123,10567355,220000.0,apartment,ground floor,anderlecht,"Living area (residential, urban or rural)",D,Gas,Brussels Capital Region,1070.0,86.0,1.0,1.4,2006.0,2.0,0.0,0.0,0.0,1.0,13.0,1.0,60.0,186.0,1.0,3.0,1.0,1,1,0
2124,10441200,220000.0,apartment,apartment,koekelberg,,C,Gas,Brussels Capital Region,1081.0,78.0,3.0,1.0,1975.0,2.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,113.0,1.0,3.0,0.0,1,1,0
2125,10447554,220000.0,apartment,apartment,puurs-sint-amands,,C,Gas,Antwerp,2870.0,115.0,2.0,1.0,1978.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,1.0,3.0,0.0,0,1,0
2126,10513082,224000.0,apartment,apartment,sint-job-in-'t-goor,,C,Gas,Antwerp,2960.0,96.0,2.0,1.0,1992.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,2.0,2.0,1.0,0,1,0
2127,10533856,224000.0,apartment,apartment,liege,Urban,C,Gas,Liège,4020.0,9.0,2.0,1.0,1976.4,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,190.0,1.0,4.0,1.0,0,1,0
2128,10537427,225000.0,apartment,apartment,blankenberge,,A,Gas,West Flanders,8370.0,81.0,2.0,1.2,1983.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,3.0,3.0,0.0,0,1,0
2129,10403709,225000.0,apartment,apartment,blankenberge,,D,Gas,West Flanders,8370.0,73.0,2.0,1.0,2007.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,1.0,3.0,0.0,0,1,0
2130,10534884,229000.0,apartment,apartment,bredene,,E,Gas,West Flanders,8450.0,105.0,2.0,1.2,1979.4,3.0,0.0,0.0,0.0,1.0,2.4,0.0,0.0,432.0,1.0,3.0,0.0,1,1,0
2131,10431702,229000.0,apartment,apartment,aalst,,A,Gas,East Flanders,9300.0,100.0,2.0,1.8,1987.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,3.0,0.0,0,1,0
2132,10396040,229000.0,apartment,apartment,aalst,,C,Gas,East Flanders,9300.0,83.0,2.0,1.4,1988.8,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,201.0,1.0,3.0,1.0,0,1,0
2133,10412044,229900.0,apartment,apartment,wanze,,B,Gas,Liège,4520.0,90.0,2.0,1.0,1985.4,2.0,0.0,0.0,0.0,1.0,2.8,0.0,0.0,161.0,2.0,3.0,1.0,0,1,0
2134,10539663,230000.0,apartment,apartment,veurne,,A,Gas,West Flanders,8630.0,75.0,2.0,1.0,1972.0,2.8,0.0,0.0,0.0,1.0,10.0,0.0,0.0,98.0,1.0,3.0,0.0,0,1,0
2135,10374408,235000.0,apartment,apartment,anderlecht,,D,Gas,Brussels Capital Region,1070.0,97.0,3.0,1.0,1960.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,188.0,2.0,3.6,1.0,1,1,0
2136,10558984,239000.0,apartment,apartment,brasschaat,,B,Gas,Antwerp,2930.0,90.0,1.0,1.0,2000.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1.0,4.0,0.0,1,1,0
2137,9892460,239000.0,apartment,apartment,oostende,,B,Electric,West Flanders,8400.0,85.0,2.0,1.2,1996.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,3.0,3.0,0.0,1,1,0
2138,10515488,245000.0,apartment,apartment,blankenberge,,B,Gas,West Flanders,8370.0,62.0,2.0,1.2,1999.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,1.0,3.0,0.0,0,1,0
2139,10555761,249000.0,apartment,apartment,schaerbeek,"Living area (residential, urban or rural)",Not specified,Gas,Brussels Capital Region,1030.0,98.0,2.0,1.0,1968.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19632000732548.2,2.0,3.0,0.0,1,1,0
2140,9464379,249000.0,apartment,apartment,liège,,C,Gas,Liège,4000.0,117.0,3.0,1.2,2010.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,2.0,2.0,0.0,1,1,0
2141,10568551,249000.0,apartment,duplex,oostkamp,,C,Gas,West Flanders,8020.0,84.0,1.0,1.2,1999.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,1.0,3.0,0.0,0,0,1
2142,10394244,249000.0,apartment,apartment,kortrijk,,B,Gas,West Flanders,8500.0,90.0,2.0,1.0,2006.2,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,133.0,1.0,3.0,0.0,1,1,0
2143,10489965,249500.0,apartment,apartment,liège,,C,Gas,Liège,4000.0,92.0,1.0,1.0,2004.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,1.0,4.0,0.0,1,1,0
2144,10522170,250000.0,apartment,penthouse,bruxelles,Urban,G,Gas,Brussels Capital Region,1000.0,65.0,1.0,1.0,1899.0,2.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,716.0,3.0,4.0,0.0,1,0,1
2145,10436127,255000.0,apartment,apartment,oostende,,B,Gas,West Flanders,8400.0,71.0,1.0,1.2,1991.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,3.0,4.0,0.0,1,1,0
2146,10560061,255000.0,apartment,apartment,middelkerke,,B,Gas,West Flanders,8430.0,50.0,1.0,1.0,2003.6,2.2,0.0,0.0,0.0,1.0,2.0,0.0,0.0,167.0,3.0,4.0,0.0,0,1,0
2147,10567624,259000.0,apartment,apartment,bekkevoort,,D,Electric,Flemish Brabant,3460.0,94.0,2.0,1.0,1973.6,2.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,324.0,1.0,3.0,0.0,0,1,0
2148,10371870,259000.0,apartment,apartment,blankenberge,,B,Gas,West Flanders,8370.0,68.0,1.0,1.0,2008.6,2.6,0.0,1.0,0.0,1.0,6.0,0.0,0.0,106.0,3.0,4.0,1.0,0,1,0
2149,10525071,259000.0,apartment,apartment,middelkerke,,B,Gas,West Flanders,8430.0,92.0,2.0,1.2,1990.0,2.0,0.0,0.0,0.0,1.0,5.6,0.0,0.0,145.0,3.0,4.0,1.0,0,1,0
2150,10539659,259000.0,apartment,apartment,westende,,D,Electric,West Flanders,8434.0,87.0,2.0,1.2,1972.0,2.2,0.0,0.0,0.0,1.0,24.2,0.0,0.0,395.0,3.0,4.0,1.0,0,1,0
2151,10542623,259000.0,apartment,apartment,ieper,,D,Electric,West Flanders,8900.0,87.0,2.0,1.2,1997.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,3.0,4.0,1.0,0,1,0
2152,10338465,259000.0,apartment,duplex,lede,,B,Gas,East Flanders,9340.0,113.0,2.0,1.2,2013.4,2.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,156.0,3.0,4.0,0.0,0,0,1
2153,10567847,265000.0,apartment,apartment,auderghem,,E,Electric,Brussels Capital Region,1160.0,50.0,1.0,1.0,2004.0,2.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,243.0,3.0,3.2,0.0,1,1,0
2154,10566379,268000.0,apartment,penthouse,neder-over-heembeek,Urban,F,Gas,Brussels Capital Region,1120.0,94.0,2.0,1.0,1987.2,2.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,341.0,3.0,3.0,1.0,0,0,1
2155,10520604,269000.0,apartment,apartment,antwerp,,D,Gas,Antwerp,2000.0,86.0,2.0,1.0,1971.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,384.0,1.0,3.0,0.0,1,1,0
2156,10568132,269000.0,apartment,apartment,antwerp,,D,Gas,Antwerp,2018.0,110.0,2.0,1.0,1962.0,2.2,0.0,0.0,0.0,1.0,3.0,0.0,0.0,348.0,1.0,3.2,0.0,0,1,0
2157,10515151,269000.0,apartment,apartment,leuven,,D,Gas,Flemish Brabant,3018.0,100.0,2.0,1.2,2004.4,2.6,0.0,0.0,0.0,1.0,23.6,0.0,0.0,393.0,1.0,3.0,0.0,0,1,0
2158,10496300,269000.0,apartment,apartment,Éghezée,,B,Fuel oil,Namur,5310.0,97.0,2.0,1.4,2018.8,2.8,0.0,0.0,0.0,1.0,79.0,0.0,0.0,131.0,1.0,3.0,0.0,0,1,0
2159,10529933,269000.0,apartment,apartment,heist-aan-zee,,F,Gas,West Flanders,8301.0,64.0,2.0,1.0,1991.6,2.0,0.0,0.0,0.0,1.0,5.8,0.0,0.0,875.0,1.0,3.0,0.0,0,1,0
2160,10532043,269000.0,apartment,apartment,oostende,,D,Gas,West Flanders,8400.0,94.0,2.0,1.4,1998.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,3.0,4.0,0.0,1,1,0
2161,10346449,272000.0,apartment,apartment,brugge zeebrugge,,A,,West Flanders,8380.0,90.0,3.0,2.0,2005.0,2.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,75.0,1.0,3.2,1.0,0,1,0
2162,10486175,275000.0,apartment,apartment,zaventem sint-stevens-woluwe,Isolated,Not specified,Gas,Flemish Brabant,1932.0,90.0,2.0,1.0,1973.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,19632000732530.4,1.0,3.0,0.0,0,1,0
2163,10159058,279000.0,apartment,apartment,koekelberg,,D,Gas,Brussels Capital Region,1081.0,121.0,3.0,1.6,1994.8,2.4,0.0,0.0,0.0,1.0,10.0,0.0,0.0,159.0,1.0,3.0,0.0,1,1,0
2164,10539524,279000.0,apartment,apartment,putte,,B,Gas,Antwerp,2580.0,106.0,2.0,1.0,2010.0,2.0,0.0,0.0,0.0,1.0,11.6,0.0,0.0,105.0,1.0,3.0,1.0,0,1,0
2165,10082384,279000.0,apartment,apartment,liège,Urban,C,Gas,Liège,4000.0,149.0,3.0,1.0,2005.6,2.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,216.0,2.0,2.0,0.0,1,1,0
2166,10525043,279000.0,apartment,duplex,blankenberge,,B,Gas,West Flanders,8370.0,102.0,3.0,1.2,1990.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,123.0,1.0,3.0,0.0,0,0,1
2167,10448165,279000.0,apartment,apartment,oostende,,A,Gas,West Flanders,8400.0,85.0,2.0,1.0,1992.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,3.0,4.0,1.0,1,1,0
2168,10393313,280000.0,apartment,penthouse,anderlecht,Urban,D,,Brussels Capital Region,1070.0,90.0,3.0,1.0,1994.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,198.0,1.0,3.0,2.0,1,0,1
2169,10505694,280000.0,apartment,apartment,forest,,C,Gas,Brussels Capital Region,1190.0,80.0,2.0,1.0,1984.2,3.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,108.0,1.0,3.0,0.0,0,1,0
2170,10403636,285000.0,apartment,apartment,saint-gilles,Mall,D,,Brussels Capital Region,1060.0,90.0,2.0,2.0,1930.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,2.0,3.0,0.0,1,1,0
2171,10403634,289000.0,apartment,apartment,saint-gilles,Mall,D,,Brussels Capital Region,1060.0,90.0,2.0,2.0,1930.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,2.0,3.0,0.0,1,1,0
2172,10403635,290000.0,apartment,apartment,saint-gilles,Mall,D,,Brussels Capital Region,1060.0,90.0,2.0,2.0,1930.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,2.0,3.0,0.0,1,1,0
2173,10336700,290000.0,apartment,apartment,uccle,,E,Gas,Brussels Capital Region,1180.0,78.0,2.0,1.0,1948.4,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,274.0,3.0,4.0,1.0,1,1,0
2174,10508302,293000.0,apartment,apartment,wenduine,Fitted out,B,,West Flanders,8420.0,70.0,2.0,1.0,2012.0,2.2,0.0,0.0,0.0,1.0,3.0,0.0,0.0,111.0,2.2,3.0,0.0,0,1,0
2175,10243889,295000.0,apartment,apartment,woluwe-saint-lambert,Countryside,E,Gas,Brussels Capital Region,1200.0,105.0,3.0,1.0,1977.0,2.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,248.0,0.0,2.0,0.0,1,1,0
2176,10468590,295000.0,apartment,apartment,oostende,,B,Gas,West Flanders,8400.0,88.0,2.0,1.4,1987.6,2.4,0.0,0.0,0.0,1.0,5.2,0.0,0.0,183.0,1.0,3.0,0.0,1,1,0
2177,10436103,297000.0,apartment,apartment,aalst,,B,Gas,East Flanders,9300.0,110.0,2.0,1.0,1978.0,2.4,0.0,0.0,0.0,1.0,15.0,1.0,0.0,147.0,3.0,4.0,0.0,0,1,0
2178,10474419,299000.0,apartment,apartment,woluwe-saint-lambert,"Living area (residential, urban or rural)",D,Gas,Brussels Capital Region,1200.0,65.0,1.0,1.0,1965.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,164.0,1.0,3.0,1.0,1,1,0
2179,10560084,299000.0,apartment,ground floor,hoboken,,B,,Antwerp,2660.0,105.0,3.0,1.0,1980.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,164.0,1.0,4.0,3.0,0,1,0
2180,10546104,299000.0,apartment,loft,liège,,C,Gas,Liège,4000.0,110.0,1.0,1.4,1989.2,2.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,254.0,3.0,3.0,1.0,1,1,0
2181,10523061,299900.0,apartment,duplex,wilrijk,,D,,Antwerp,2610.0,130.0,2.0,2.0,1965.0,2.0,0.0,0.0,0.0,1.0,9.0,1.0,96.0,396.0,1.0,4.0,1.0,0,0,1
2182,10566788,319000.0,apartment,apartment,middelkerke,,C,Electric,West Flanders,8430.0,95.0,3.0,1.2,1985.8,2.2,1.0,1.0,0.0,1.0,16.0,0.0,0.0,274.0,1.0,3.0,1.0,0,1,0
2183,10524198,319000.0,apartment,apartment,oudenburg,,B,Gas,West Flanders,8460.0,116.0,2.0,1.0,1989.8,2.0,0.0,0.0,0.0,1.0,10.0,1.0,1.2,104.0,3.0,4.0,1.0,0,1,0
2184,10289318,320000.0,apartment,apartment,heist-aan-zee,,B,Gas,West Flanders,8301.0,68.0,1.0,2.0,1986.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,1.0,3.0,0.0,0,1,0
2185,10357658,325000.0,apartment,ground floor,ixelles,Urban,F,,Brussels Capital Region,1050.0,73.0,1.0,1.0,1930.0,2.0,0.0,0.0,0.0,1.0,18.0,1.0,25.0,303.0,2.0,3.0,0.0,1,1,0
2186,10357378,325000.0,apartment,apartment,anvers,Mall,C,Fuel oil,Antwerp,2000.0,104.0,2.0,1.0,1977.0,2.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,248.0,1.0,3.0,0.0,1,1,0
2187,10509969,329000.0,apartment,apartment,woluwe-saint-pierre,,D,Gas,Brussels Capital Region,1150.0,110.0,3.0,1.0,1994.8,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,196.0,1.0,1.0,0.0,1,1,0
2188,9835315,330000.0,apartment,apartment,zaventem,Isolated,B,,Flemish Brabant,1932.0,105.0,2.0,1.0,2008.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,3.0,4.0,2.0,0,1,0
2189,10533155,335000.0,apartment,apartment,groot-bijgaarden,"Living area (residential, urban or rural)",C,Gas,Flemish Brabant,1702.0,79.0,2.0,1.0,2001.0,3.0,0.0,0.0,0.0,1.0,7.6,1.0,5.0,270.0,2.0,3.0,1.0,0,1,0
2190,10555608,339000.0,apartment,loft,liège,,B,Gas,Liège,4000.0,285.0,2.0,1.2,1999.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,3.0,3.0,0.0,1,1,0
2191,9995972,339000.0,apartment,apartment,knokke-heist,,A,Gas,West Flanders,8300.0,83.0,1.0,1.2,2020.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8372.0,3.0,4.0,1.0,0,1,0
2192,10543507,339000.0,apartment,apartment,blankenberge,,A,Gas,West Flanders,8370.0,93.0,2.0,1.0,1974.4,2.2,0.0,1.0,0.0,1.0,8.0,0.0,0.0,88.0,3.0,4.0,0.0,0,1,0
2193,10558725,345000.0,apartment,apartment,bruxelles,,B,Gas,Brussels Capital Region,1000.0,56.0,1.0,1.2,2025.0,3.0,0.0,0.0,0.0,1.0,7.8,0.0,0.0,77.0,3.0,4.0,0.0,1,1,0
2194,10343449,345000.0,apartment,apartment,ottignies,Urban,B,,Walloon Brabant,1340.0,96.0,2.0,1.0,1996.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,108.0,2.6,3.0,1.0,0,1,0
2195,10449986,345000.0,apartment,penthouse,liège,,B,Gas,Liège,4020.0,112.0,2.0,1.0,1994.6,2.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,125.0,3.0,3.0,1.0,0,0,1
2196,10449985,345000.0,apartment,duplex,liège,,B,Gas,Liège,4020.0,112.0,2.0,1.0,1994.6,2.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,125.0,3.0,3.0,1.0,0,0,1
2197,10449984,345000.0,apartment,apartment,liège,,B,Gas,Liège,4020.0,112.0,2.0,1.0,1994.6,2.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,125.0,3.0,3.0,1.0,0,1,0
2198,10553462,349000.0,apartment,apartment,blankenberge,,A,Gas,West Flanders,8370.0,128.0,3.0,1.4,1983.0,2.4,0.0,0.0,0.0,1.0,18.2,0.0,0.0,88.0,3.0,3.0,0.0,0,1,0
2199,10429490,355000.0,apartment,duplex,blankenberge,,B,Gas,West Flanders,8370.0,82.0,2.0,1.2,1987.4,2.4,0.0,0.0,0.0,1.0,10.0,0.0,0.0,131.0,3.0,4.0,0.0,0,0,1
2200,10452939,359000.0,apartment,apartment,liège,,A,Gas,Liège,4000.0,130.0,2.0,1.0,1973.4,2.6,0.0,0.0,0.0,1.0,10.0,0.0,0.0,84.0,3.0,4.0,0.0,1,1,0
2201,10459290,370000.0,apartment,loft,bruxelles,Isolated,D,,Brussels Capital Region,1020.0,155.0,2.0,2.0,1924.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,1.0,3.0,2.0,0,1,0
2202,10376569,395000.0,apartment,ground floor,brugge,Urban,B,,West Flanders,8000.0,118.0,2.0,1.0,2013.0,2.0,0.0,0.0,0.0,1.0,11.0,1.0,22.0,162.0,3.0,4.0,1.0,1,1,0
2203,10468024,395000.0,apartment,apartment,oostende,,B,Gas,West Flanders,8400.0,85.0,2.0,1.2,2003.6,2.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,105.0,3.0,3.0,0.0,1,1,0
2204,10436048,397000.0,apartment,triplex,uccle,Urban,C,,Brussels Capital Region,1180.0,83.0,2.0,2.0,1998.4,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,139.0,3.0,4.0,0.0,1,0,1
2205,10511853,399000.0,apartment,apartment,antwerp,,B,Gas,Antwerp,2000.0,100.0,2.0,1.0,1995.4,2.2,0.0,0.0,0.0,1.0,30.0,0.0,0.0,113.0,3.0,4.0,0.0,1,1,0
2206,10483922,400000.0,apartment,ground floor,bruxelles,Urban,C,Gas,Brussels Capital Region,1000.0,106.0,2.0,1.0,2015.0,2.0,0.0,1.0,0.0,1.0,11.0,1.0,40.0,124.0,3.0,3.0,2.0,1,1,0
2207,10512469,419000.0,apartment,apartment,oostende,,B,Electric,West Flanders,8400.0,94.0,2.0,1.0,1982.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,3.0,3.0,1.0,1,1,0
2208,10075178,435000.0,apartment,apartment,oostende,,D,Electric,West Flanders,8400.0,285.0,5.0,1.0,1995.8,2.2,0.0,0.0,0.0,1.0,130.0,0.0,0.0,390.0,1.0,3.0,0.0,1,1,0
2209,10404065,449000.0,apartment,apartment,waterloo,"Living area (residential, urban or rural)",C,,Walloon Brabant,1410.0,130.0,2.0,1.0,2012.0,2.0,0.0,0.0,0.0,1.0,27.0,1.0,250.0,220.0,3.0,4.0,0.0,0,1,0
2210,10440019,449000.0,apartment,apartment,oostende,,B,Gas,West Flanders,8400.0,107.0,3.0,1.8,1998.2,2.4,0.0,0.0,0.0,1.0,9.4,0.0,0.0,183.0,1.0,3.0,1.0,1,1,0
2211,10539054,449000.0,apartment,apartment,middelkerke,,C,Electric,West Flanders,8430.0,118.0,3.0,1.2,1969.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,3.0,3.0,0.0,0,1,0
2212,10452072,459000.0,apartment,apartment,blankenberge,,B,Gas,West Flanders,8370.0,82.0,2.0,1.4,2004.6,1.8,0.0,0.0,0.0,1.0,1.8,0.0,0.0,129.0,3.0,3.0,0.0,0,1,0
2213,10559551,459000.0,apartment,apartment,westende,,B,Gas,West Flanders,8434.0,100.0,2.0,1.0,1992.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,3.0,4.0,0.0,0,1,0
2214,10499435,469000.0,apartment,duplex,spa,,D,Gas,Liège,4900.0,278.0,4.0,1.0,1987.2,2.4,0.0,0.0,0.0,1.0,89.0,0.0,0.0,269.0,3.0,3.0,1.0,0,0,1
2215,10415641,469000.0,apartment,duplex,westende,,B,Gas,West Flanders,8434.0,136.0,3.0,1.2,1998.2,2.8,0.0,0.0,0.0,1.0,6.4,0.0,0.0,151.0,1.0,3.0,1.0,0,0,1
2216,10487919,479000.0,apartment,apartment,oostende,,C,Gas,West Flanders,8400.0,106.0,3.0,1.6,2001.0,2.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,227.0,1.0,3.0,1.0,1,1,0
2217,10085083,495000.0,apartment,duplex,heist-aan-zee,,B,Gas,West Flanders,8301.0,105.0,3.0,1.0,2006.2,2.6,0.0,0.0,0.0,1.0,22.0,0.0,0.0,132.0,3.0,4.0,0.0,0,0,1
2218,10120674,495000.0,apartment,penthouse,ninove,,B,Gas,East Flanders,9400.0,177.0,3.0,1.4,1967.2,2.2,0.0,0.0,0.0,1.0,8.0,0.0,0.0,116.0,3.0,4.0,1.0,0,0,1
2219,10404066,499000.0,apartment,apartment,waterloo,"Living area (residential, urban or rural)",C,,Walloon Brabant,1410.0,130.0,2.0,1.0,2012.0,2.0,0.0,0.0,0.0,1.0,27.0,1.0,250.0,220.0,3.0,4.0,0.0,0,1,0
2220,10537045,499000.0,apartment,apartment,liege,Urban,B,,Liège,4020.0,281.0,3.0,2.0,1918.0,2.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,109.0,3.0,4.0,6.0,0,1,0
2221,10459679,499000.0,apartment,apartment,oostende,,B,Gas,West Flanders,8400.0,134.0,3.0,1.4,1989.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,3.0,4.0,1.0,1,1,0
2222,10548718,525000.0,apartment,apartment,blankenberge,,A,Gas,West Flanders,8370.0,125.0,3.0,1.0,1997.4,2.8,0.0,0.0,0.0,1.0,4.0,0.0,0.0,93.0,1.0,3.0,0.0,0,1,0
2223,10285601,525000.0,apartment,apartment,sint-idesbald,,A,Gas,West Flanders,8670.0,75.0,2.0,1.2,2003.6,2.4,0.0,0.0,0.0,1.0,52.0,0.0,0.0,93.0,3.0,4.0,0.0,0,1,0
2224,9990181,549000.0,apartment,apartment,blankenberge,,B,Gas,West Flanders,8370.0,104.0,3.0,1.0,2000.0,2.4,0.0,1.0,0.0,1.0,8.0,0.0,0.0,125.0,3.0,3.0,0.0,0,1,0
2225,10425706,550000.0,apartment,penthouse,oostende,,B,Gas,West Flanders,8400.0,90.0,2.0,1.0,2002.2,2.4,0.0,0.0,0.0,1.0,70.0,0.0,0.0,197.0,3.0,4.0,2.0,1,0,1
2226,10480579,555000.0,apartment,apartment,oud-turnhout,"Living area (residential, urban or rural)",B,,Antwerp,2360.0,212.0,3.0,2.0,1993.0,4.0,0.0,0.0,0.0,1.0,10.4,1.0,0.0,179.0,1.0,3.0,2.0,1,1,0
2227,10557779,558000.0,apartment,duplex,la hulpe,Urban,A,Gas,Walloon Brabant,1310.0,130.0,2.0,2.0,2022.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,76.0,3.0,4.0,38.0,1,0,1
2228,10536053,560000.0,apartment,penthouse,brussels city,Urban,G,Fuel oil,Brussels Capital Region,1000.0,141.0,3.0,1.0,1954.0,2.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,753.0,1.0,1.6,0.0,1,0,1
2229,10550261,560000.0,apartment,penthouse,ixelles,Urban,G,Fuel oil,Brussels Capital Region,1050.0,141.0,3.0,1.0,1954.0,2.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,753.0,1.0,3.4,0.0,1,0,1
2230,10394761,569000.0,apartment,apartment,heist-aan-zee,,A,Gas,West Flanders,8301.0,92.0,2.0,1.0,1993.4,2.0,0.0,0.0,0.0,1.0,4.8,0.0,0.0,86.0,3.0,4.0,0.0,0,1,0
2231,10560067,590000.0,apartment,apartment,kortrijk,,A,Gas,West Flanders,8500.0,123.0,2.0,1.0,2003.6,2.2,0.0,0.0,0.0,1.0,10.0,0.0,0.0,94.0,3.0,4.0,0.0,1,1,0
