,id,Price,Type of property,Subtype of property,Locality,Surroundings type,Energy class,Heating type,Province,Zip,Living area,Number of rooms,Bathrooms,Construction year,Number of facades,Swimming pool,Furnished,Open fire,Terrace,Terrace surface,Garden,Garden surface,Primary energy consumption,Kitchen values,Building Cond. values,Parking,Urban_value,Normal_apt,Big_apt
23,10593366,359000.0,apartment,apartment,woluwe-saint-lambert,Isolated,D,Gas,Brussels Capital Region,1200.0,127.0,3.0,2.0,1989.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,174.0,2.0,2.0,2.0,1,1,0
24,10589043,374000.0,apartment,apartment,ottignies-louvain-la-neuve,Urban,B,Gas,Walloon Brabant,1340.0,150.0,2.0,1.0,2022.0,4.0,0.0,0.0,0.0,1.0,8.0,1.0,80.0,122.0,3.0,4.0,0.0,0,1,0
25,10589042,465000.0,apartment,apartment,ottignies-louvain-la-neuve,Urban,B,Gas,Walloon Brabant,1340.0,130.0,2.0,2.0,2022.0,4.0,0.0,0.0,0.0,1.0,8.0,1.0,80.0,122.0,3.0,4.0,2.0,0,1,0
26,10592578,195000.0,apartment,apartment,hoboken,,C,Gas,Antwerp,2660.0,90.0,2.0,1.0,1981.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,220.0,2.0,3.0,1.0,0,1,0
27,10590579,198000.0,apartment,apartment,ganshoren,Urban,D,Gas,Brussels Capital Region,1083.0,100.0,3.0,1.0,1967.0,2.0,0.0,0.0,0.0,1.0,26.2,0.0,0.0,169.0,1.0,1.0,0.0,1,1,0
28,10591130,205000.0,apartment,apartment,huy,,C,Gas,Liège,4500.0,95.0,2.0,1.2,2002.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,2.0,3.0,1.0,0,1,0
29,10592440,219000.0,apartment,apartment,ronse,,B,Gas,East Flanders,9600.0,125.0,2.0,1.0,2001.0,2.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,132.0,2.0,3.0,0.0,0,1,0
30,10591561,269000.0,apartment,apartment,deurne,,B,Gas,Antwerp,2100.0,103.0,1.0,1.0,1930.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,171.0,1.0,3.0,0.0,0,1,0
31,10591563,269000.0,apartment,apartment,borgerhout,,B,Gas,Antwerp,2140.0,103.0,1.0,1.0,1930.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,171.0,1.0,3.0,0.0,0,1,0
32,10590895,290000.0,apartment,penthouse,woluwe-saint-pierre,Isolated,G,Gas,Brussels Capital Region,1150.0,49.0,1.0,1.0,1953.0,2.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,621.0,0.0,2.0,0.0,1,0,1
33,10591590,295000.0,apartment,apartment,kortessem,,A,Gas,Limburg,3720.0,84.0,2.0,1.0,2008.0,2.4,0.0,0.0,0.0,1.0,14.0,0.0,0.0,98.0,1.0,3.0,1.0,0,1,0
34,10592391,330000.0,apartment,apartment,deurne,,C,Gas,Antwerp,2100.0,162.0,3.0,1.0,1991.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,238.0,2.0,3.0,1.0,0,1,0
35,10590740,395000.0,apartment,penthouse,liege,Urban,F,Gas,Liège,4000.0,148.0,3.0,1.0,1967.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,500.0,1.0,2.0,0.0,1,0,1
36,10590082,125000.0,apartment,flat studio,arlon,"Living area (residential, urban or rural)",C,Gas,Luxembourg,6700.0,45.0,1.8,1.0,1992.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,2.0,3.0,1.0,0,1,0
37,10588485,129000.0,apartment,apartment,herstal,"Living area (residential, urban or rural)",E,Gas,Liège,4040.0,56.0,2.0,1.0,1950.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,1.0,3.0,0.0,1,1,0
38,10589932,150000.0,apartment,apartment,ninove,,E,Electric,East Flanders,9400.0,60.0,1.0,1.0,1996.0,2.0,0.0,0.0,0.0,1.0,6.8,0.0,0.0,434.0,2.0,3.0,1.0,0,1,0
39,10589487,169000.0,apartment,apartment,wetteren,,E,Electric,East Flanders,9230.0,86.0,2.0,1.0,1978.0,2.0,0.0,1.0,0.0,1.0,20.8,0.0,0.0,492.0,1.0,3.0,0.0,0,1,0
40,10590028,175000.0,apartment,apartment,wilrijk,,C,Gas,Antwerp,2610.0,70.0,2.0,1.0,1963.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,220.0,1.0,3.0,0.0,0,1,0
41,10589917,180000.0,apartment,apartment,nivelles,,D,Gas,Walloon Brabant,1400.0,75.0,2.0,1.0,1975.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,256.0,1.0,3.0,1.0,0,1,0
42,10588713,200000.0,apartment,apartment,saint-hubert,,C,Fuel oil,Luxembourg,6870.0,212.0,6.0,2.0,1850.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,1.0,2.0,1.0,0,1,0
43,10588910,210000.0,apartment,flat studio,sint-lambrechts-woluwe,,E,Electric,Brussels Capital Region,1200.0,31.0,2.6,1.0,2001.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,254.0,1.0,3.0,0.0,1,1,0
44,10589021,280000.0,apartment,apartment,bruxelles,Urban,G,Gas,Brussels Capital Region,1210.0,76.0,2.0,1.0,1965.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,2.0,3.0,0.0,1,1,0
45,10589546,295000.0,apartment,apartment,nieuwpoort,Urban,D,Electric,West Flanders,8620.0,50.0,1.0,1.0,1989.0,2.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,308.0,1.0,4.0,0.0,0,1,0
46,10589880,340000.0,apartment,apartment,berchem-sainte-agathe,Shop street,D,Electric,Brussels Capital Region,1082.0,127.0,3.0,2.0,1991.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,209.0,1.0,4.0,0.0,1,1,0
47,10589149,390000.0,apartment,apartment,schaerbeek,Isolated,E,Gas,Brussels Capital Region,1030.0,115.0,2.0,1.0,1933.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,105.0,272.0,3.0,3.0,0.0,1,1,0
